baybay-an Enclitic; ! abandon
pannakabingay Enclitic; ! partition
kadua Enclitic; ! partner
pade Enclitic; ! partner
paset Enclitic; ! part
agraragsak Enclitic; ! party
daya Enclitic; ! party
ganglo Enclitic; ! party
padaya Enclitic; ! party
malasat Enclitic; ! passable
naayat Enclitic; ! passionate
nagahem Enclitic; ! passionate
lumabas Enclitic; ! pass
naibutaktak Enclitic; ! pass
pigket Enclitic; ! paste
nalpas Enclitic; ! past
agarab Enclitic; ! pasture
agpastur Enclitic; ! pasture
agwayway Enclitic; ! pasture
aprusan Enclitic; ! pat
aray Enclitic; ! patch
takup Enclitic; ! patch
takupan Enclitic; ! patch
kaskaasi Enclitic; ! pathetic
nakakaasi Enclitic; ! pathetic
nakalkaldaang Enclitic; ! pathetic
aganos Enclitic; ! patient
masakit Enclitic; ! patient
naanos Enclitic; ! patient
naanus Enclitic; ! patient
naayat Enclitic; ! patient
sukog Enclitic; ! pattern
ahinana Enclitic; ! pause
agsardeng Enclitic; ! pause
sardeng Enclitic; ! pause
karamutan Enclitic; ! paw
isalda Enclitic; ! pawn
agbayad Enclitic; ! pay
bayad Enclitic; ! pay
natalna Enclitic; ! peaceful
naulimek Enclitic; ! peaceful
pantok Enclitic; ! peak
rabaw Enclitic; ! peak
mani Enclitic; ! peanut
perlas Enclitic; ! pearl
sippiten Enclitic; ! peck
karakarna Enclitic; ! peculiar
manmano Enclitic; ! peculiar
naisingsingayan Enclitic; ! peculiar
nagukisan Enclitic; ! peeling
ukis Enclitic; ! peel
ukisan Enclitic; ! peel
sirip Enclitic; ! peep
siripen Enclitic; ! peep
dusaen Enclitic; ! penalize
lapis Enclitic; ! pencil
tirad Enclitic; ! pencil
agbabawi Enclitic; ! penitent
pagbaludan Enclitic; ! penitentiary
pluma Enclitic; ! pen
pension Enclitic; ! pension
managpanunot Enclitic; ! pensive
naladingit Enclitic; ! pensive
ubong Enclitic; ! pen
taengan Enclitic; ! people
tattao Enclitic; ! people
umili Enclitic; ! people
pamienta Enclitic; ! pepper
nagasang Enclitic; ! peppery
marikna Enclitic; ! perceive
siraratan Enclitic; ! perceive
pagbatayan Enclitic; ! perch
natalhed Enclitic; ! peremptory
agnanayon Enclitic; ! perennial
naan-anay Enclitic; ! perfect
aramiden Enclitic; ! perform
bangbanglo Enclitic; ! perfume
nalabit Enclitic; ! perhaps
napeggad Enclitic; ! perilous
peggad Enclitic; ! peril
mapukaw Enclitic; ! perishable
matay Enclitic; ! perishable
matay Enclitic; ! perish
sumina Enclitic; ! perish
agnanayon Enclitic; ! permanent
manayon Enclitic; ! permanent
palubos Enclitic; ! permit
makadadael Enclitic; ! pernicious
agnanayon Enclitic; ! perpetual
naanus Enclitic; ! persevering
napinget Enclitic; ! persevering
ipapilit Enclitic; ! persist
agling-et Enclitic; ! perspire
alukoyen Enclitic; ! persuade
awisen Enclitic; ! persuade
makaawis Enclitic; ! persuasive
basaen Enclitic; ! peruse
imatangan Enclitic; ! peruse
alo Enclitic; ! pestle
gusod Enclitic; ! pestle
pagbayo Enclitic; ! pestle
agapros Enclitic; ! pet
ipatpateg Enclitic; ! pet
kiddaw Enclitic; ! petition
petision Enclitic; ! petition
taraken Enclitic; ! pet
bassit Enclitic; ! petty
nakedngan Enclitic; ! petty
atsara Enclitic; ! pickle
buro Enclitic; ! pickle
piko Enclitic; ! pick
pili Enclitic; ! pick
ladawan Enclitic; ! pictorial
retrato Enclitic; ! pictorial
ladawan Enclitic; ! picture
littrato Enclitic; ! picture
nabuya Enclitic; ! picturesque
nadaeg Enclitic; ! picturesque
pagsaipen Enclitic; ! piece
pirhis Enclitic; ! piece
mangitudtudo Enclitic; ! piercing
sumalpot Enclitic; ! piercing
baboy Enclitic; ! pig
binuntuon Enclitic; ! pile
buntuon Enclitic; ! pile
nabunton Enclitic; ! pile
ummong Enclitic; ! pile
rubbuoten Enclitic; ! pillage
takawan Enclitic; ! pillage
pungan Enclitic; ! pillow
aspili Enclitic; ! pin
agkidel Enclitic; ! pinch
kudduten Enclitic; ! pinch
ikapet Enclitic; ! pin
pangindaraen Enclitic; ! pink
kangatuan Enclitic; ! pinnacle
pantok Enclitic; ! pinnacle
yaspili Enclitic; ! pin
managkararag Enclitic; ! pious
suako Enclitic; ! pipe
tubo Enclitic; ! pipe
maassar Enclitic; ! pissed
marurud Enclitic; ! pissed
makaisisbo Enclitic; ! piss
alkitran Enclitic; ! pitch
kakaasi Enclitic; ! pitiful
nakakaasi Enclitic; ! pitiful
nakakakaasi Enclitic; ! pitiful
pimpiman Enclitic; ! pitiful
issikir Enclitic; ! pit
asi Enclitic; ! pity
kaasian Enclitic; ! pity
kaasi Enclitic; ! pity
panangaasi Enclitic; ! pity
pakdaar Enclitic; ! placard
aturen Enclitic; ! placate
pagpenneken Enclitic; ! placate
pagtalnaen Enclitic; ! placate
disso Enclitic; ! place
ikabil Enclitic; ! place
lugar Enclitic; ! place
paset Enclitic; ! place
angol Enclitic; ! plague
patayen Enclitic; ! plague
sakit Enclitic; ! plague
singaen Enclitic; ! plague
gagangay Enclitic; ! plain
nalawag Enclitic; ! plain
padapada Enclitic; ! plain
taltalon Enclitic; ! plain
tanap Enclitic; ! plain
agplano Enclitic; ! plan
katam Enclitic; ! plane
tukad Enclitic; ! plane
gandat Enclitic; ! plan
gandaten Enclitic; ! plan
panghepen Enclitic; ! plan
panunot Enclitic; ! plan
plano Enclitic; ! plan
agmula Enclitic; ! plant
babain Enclitic; ! plant
bangbangsit Enclitic; ! plant
imula Enclitic; ! plant
mula Enclitic; ! plant
panagmula Enclitic; ! plant
tihi Enclitic; ! plant
abbong Enclitic; ! plaster
pigketan Enclitic; ! plaster
plaster Enclitic; ! plaster
tapalan Enclitic; ! plaster
gago Enclitic; ! plastic
nalukneng Enclitic; ! plastic
plastiko Enclitic; ! plastic
kalubkuben Enclitic; ! plate
pinggan Enclitic; ! plate
agay-ayam Enclitic; ! play
agtukar Enclitic; ! play
ay-ayam Enclitic; ! play
naay-ayam Enclitic; ! playful
laruin Enclitic; ! play
maglaro Enclitic; ! play
sarsuela Enclitic; ! play
idawat Enclitic; ! plead
asug Enclitic; ! pleading
dawat Enclitic; ! pleading
yasug Enclitic; ! plead
makaay-ayo Enclitic; ! pleasant
nasayaat Enclitic; ! pleasant
ay-ayunen Enclitic; ! please
man Enclitic; ! please
nakaay-yo Enclitic; ! please
nasayaat Enclitic; ! please
pangngaasim Enclitic; ! please
paragsaken Enclitic; ! please
liwlwa Enclitic; ! pleasurable
agkari Enclitic; ! pledge
kari Enclitic; ! pledge
ikari Enclitic; ! pledge
adu Enclitic; ! plenty
nawadwad Enclitic; ! plenty
panghep Enclitic; ! plot
panghepen Enclitic; ! plot
agarado Enclitic; ! plow
arado Enclitic; ! plow
araduen Enclitic; ! plow
kettlen Enclitic; ! pluck
piduten Enclitic; ! pluck
dutdot Enclitic; ! plume
agregreg Enclitic; ! plummet
agsuek Enclitic; ! plummet
agtimag Enclitic; ! plummet
sargelas Enclitic; ! plum
ranggasan Enclitic; ! plunder
takawan Enclitic; ! plunder
adu Enclitic; ! plural
inayon Enclitic; ! plus
bolsa Enclitic; ! pocket
burtong Enclitic; ! pockmarked
natirad Enclitic; ! pointed
itudo Enclitic; ! point
murdong Enclitic; ! point
lason Enclitic; ! poison
makasabidong Enclitic; ! poisonous
sabidongan Enclitic; ! poison
pangsukdal Enclitic; ! pole
polisia Enclitic; ! police
nalinis Enclitic; ! polished
napasileng Enclitic; ! polished
lampaso Enclitic; ! polish
linisan Enclitic; ! polish
pasilengen Enclitic; ! polish
managdayaw Enclitic; ! polite
pagnayonen Enclitic; ! poll
nangayed Enclitic; ! pompous
napasindayaw Enclitic; ! pompous
pagbotasan Enclitic; ! pool
nababa Enclitic; ! poor
nakurapay Enclitic; ! poor
napanglaw Enclitic; ! poor
ikutan Enclitic; ! possess
siguro Enclitic; ! possible
banga Enclitic; ! pot
ugas Enclitic; ! pot
supot Enclitic; ! pouch
agbayo Enclitic; ! pound
iburay Enclitic; ! pour
siglat Enclitic; ! power
dayaw Enclitic; ! praise
agkararag Enclitic; ! pray
aglualo Enclitic; ! pray
bikolano Enclitic; ! pray
kararag Enclitic; ! pray
ibaladaw Enclitic; ! precipitate
pagtignayen Enclitic; ! precipitate
papardasen Enclitic; ! precipitate
pasamaken Enclitic; ! precipitate
apahisu Enclitic; ! precise
tumpak Enclitic; ! precise
buntis Enclitic; ! pregnant
masikog Enclitic; ! pregnant
isagana Enclitic; ! prepare
isuro Enclitic; ! prescribe
yammo Enclitic; ! prescribe
pakaamo Enclitic; ! prescription
palawag Enclitic; ! prescription
adda Enclitic; ! present
kasango Enclitic; ! present
ipakaammo Enclitic; ! present
isango Enclitic; ! present
madama Enclitic; ! present
sagut Enclitic; ! present
sarabo Enclitic; ! present
iturong Enclitic; ! preside
nasken Enclitic; ! pressing
pahiwarnak Enclitic; ! press
pagmalditaan Enclitic; ! press
pigsa Enclitic; ! pressure
mangipapan Enclitic; ! presume
panangipagarup Enclitic; ! presume
ahinkukuna Enclitic; ! pretend
inyarig Enclitic; ! pretend
duminilat Enclitic; ! pretty
maganda Enclitic; ! pretty
nagpintas Enclitic; ! pretty
nalibnos Enclitic; ! pretty
napintas Enclitic; ! pretty
pintas Enclitic; ! pretty
atipaen Enclitic; ! prevent
nakalabas Enclitic; ! previous
nalpasen Enclitic; ! previous
kanen Enclitic; ! prey
dangran Enclitic; ! prey
tuduken Enclitic; ! prick
dayaw Enclitic; ! pride
tan-ok Enclitic; ! pride
primaria Enclitic; ! primary
kapigpigsaan Enclitic; ! prime
kaubingan Enclitic; ! prime
nataengan Enclitic; ! primeval
atap Enclitic; ! primitive
kadaanan Enclitic; ! primitive
parisipal Enclitic; ! principal
puonan Enclitic; ! principal
imaldit Enclitic; ! print
marka Enclitic; ! print
markaan Enclitic; ! print
printa Enclitic; ! print
urit Enclitic; ! print
sakbay Enclitic; ! prior
kalasbangan Enclitic; ! pristine
umuna Enclitic; ! pristine
maybe Enclitic; ! probable
seguru Enclitic; ! probably
gananshia Enclitic; ! profit
ikari Enclitic; ! promise
kari Enclitic; ! promise
sapata Enclitic; ! promise
rawet Enclitic; ! pronounce
pammaneknek Enclitic; ! proof
pammaneknek Enclitic; ! proof
nasayaat Enclitic; ! proper
ipadles Enclitic; ! prophesy
managpadto Enclitic; ! prophetic
masirib Enclitic; ! prophetic
agpapada Enclitic; ! proportionate
naurnos Enclitic; ! proportionate
panagbagay Enclitic; ! proportion
panagbingay Enclitic; ! proportion
panagpapada Enclitic; ! proportion
urnos Enclitic; ! proportion
idagadag Enclitic; ! propose
singasing Enclitic; ! proposition
makitkita Enclitic; ! prospect
talhed Enclitic; ! prospect
narang-ay Enclitic; ! prosperous
pampam Enclitic; ! prostitute
napadso Enclitic; ! prostrate
aganawa Enclitic; ! protect
makasalaknib Enclitic; ! protective
salkniban Enclitic; ! protect
isusupiat Enclitic; ! protest
protesta Enclitic; ! protest
napasindayaw Enclitic; ! proud
natangig Enclitic; ! proud
natangsit Enclitic; ! proud
paneknekan Enclitic; ! prove
agsagana Enclitic; ! provide
ikkan Enclitic; ! provide
apagapaman Enclitic; ! provisional
balon Enclitic; ! provision
balun Enclitic; ! provisions
karit Enclitic; ! provocative
puteden Enclitic; ! prune
nagputedan Enclitic; ! pruning
salmo Enclitic; ! psalm
mingming Enclitic; ! psychic
kaaduan Enclitic; ! public
publiko Enclitic; ! public
umili Enclitic; ! public
ipablaak Enclitic; ! publish
ipugso Enclitic; ! puff
mannakiriri Enclitic; ! pugnacious
batakin Enclitic; ! pull
bumatak Enclitic; ! pull
guyod Enclitic; ! pull
guyoden Enclitic; ! pull
hilahin Enclitic; ! pull
humila Enclitic; ! pull
pitik Enclitic; ! pulse
pulso Enclitic; ! pulse
remeken Enclitic; ! pulverize
bombaen Enclitic; ! pump
buntal Enclitic; ! punch
naipahisu Enclitic; ! punctilious
tulnekan Enclitic; ! punctuate
abut Enclitic; ! puncture
abutan Enclitic; ! puncture
lussok Enclitic; ! puncture
madusa Enclitic; ! punishable
dusaen Enclitic; ! punish
parigaten Enclitic; ! punish
nalupoy Enclitic; ! puny
passit Enclitic; ! puny
gatangen Enclitic; ! purchase
ginatang Enclitic; ! purchase
gumatang Enclitic; ! purchase
panaggatang Enclitic; ! purchase
pulos Enclitic; ! purely
nalitnaw Enclitic; ! pure
pulos Enclitic; ! pure
dalusan Enclitic; ! purge
gandat Enclitic; ! purpose
panghep Enclitic; ! purpose
serbi Enclitic; ! purpose
tarigagay Enclitic; ! purpose
petaka Enclitic; ! purse
supot Enclitic; ! purse
kamaten Enclitic; ! pursue
gunoden Enclitic; ! pursue
suroten Enclitic; ! pursue
iduron Enclitic; ! push
itulak Enclitic; ! push
magtulak Enclitic; ! push
pepet Enclitic; ! pussy
ikabil Enclitic; ! put
ikabil Enclitic; ! put
burburtla Enclitic; ! puzzle
pugo Enclitic; ! quail
karkarna Enclitic; ! quaint
klase Enclitic; ! quality
kita Enclitic; ! quality
kuarentenas Enclitic; ! quarantine
kulong Enclitic; ! quarantine
ikulong Enclitic; ! quarantine
ipupok Enclitic; ! quarantine
agapa Enclitic; ! quarrel
agriri Enclitic; ! quarrel
apa Enclitic; ! quarrel
managringgor Enclitic; ! quarrelsome
mannakiapa Enclitic; ! quarrelsome
susik Enclitic; ! quarrel
iwaksi Enclitic; ! quash
pukawen Enclitic; ! quash
agtiherher Enclitic; ! quaver
agsaludsud Enclitic; ! question
napartak Enclitic; ! quick
natalna Enclitic; ! quiet
naulimek Enclitic; ! quiet
koneho Enclitic; ! rabbit
aguuyong Enclitic; ! rabid
napasnek Enclitic; ! rabid
pagsabitan Enclitic; ! rack
napartak Enclitic; ! racy
naraniag Enclitic; ! radiant
radio Enclitic; ! radio
radyo Enclitic; ! radio
ripa Enclitic; ! raffle
balsa Enclitic; ! raft
passangir Enclitic; ! rafter
pagbailasiw Enclitic; ! raft
rakit Enclitic; ! raft
agpungtot Enclitic; ! rage
agunget Enclitic; ! rage
pungot Enclitic; ! rage
unget Enclitic; ! rage
narusanger Enclitic; ! ragged
lupot Enclitic; ! rag
nisnis Enclitic; ! rag
pagpunas Enclitic; ! rag
rauten Enclitic; ! raid
tukling Enclitic; ! rail
agtudo Enclitic; ! rain
tudo Enclitic; ! rain
ulan Enclitic; ! rain
matutudo Enclitic; ! rainy
agtaraken Enclitic; ! raise
itatal-o Enclitic; ! raise
nayon Enclitic; ! raise
karaykay Enclitic; ! rake
dalusan Enclitic; ! rake
pagdalus Enclitic; ! rake
agbaniaga Enclitic; ! ramble
panagpagnapagna Enclitic; ! ramblings
koral Enclitic; ! ranch
rantso Enclitic; ! ranch
kaadayo Enclitic; ! range
grado Enclitic; ! rank
igrado Enclitic; ! rank
nangato Enclitic; ! ranking
itukad Enclitic; ! rank
tukad Enclitic; ! rank
agsasaruno Enclitic; ! rapid
napartak Enclitic; ! rapid
tugtohen Enclitic; ! rap
makaparagsak Enclitic; ! rapturous
sagpaminsan Enclitic; ! rarely
manmano Enclitic; ! rare
rarasa Enclitic; ! rash
bao Enclitic; ! rat
bilang Enclitic; ! rate
kapartak Enclitic; ! rate
bilang Enclitic; ! rating
grado Enclitic; ! rating
otot Enclitic; ! rat
sangio Enclitic; ! rat
pagunien Enclitic; ! rattle
mabisin Enclitic; ! ravenous
narawet Enclitic; ! ravenous
wak Enclitic; ! raven
dangaw Enclitic; ! raw
kilawen Enclitic; ! raw
naata Enclitic; ! raw
sinamar Enclitic; ! ray
rippuohen Enclitic; ! raze
uramen Enclitic; ! raze
nabahas Enclitic; ! razor
abuten Enclitic; ! reach
danon Enclitic; ! reach
danonen Enclitic; ! reach
agbasa Enclitic; ! read
bumasa Enclitic; ! read
ikaw Enclitic; ! read
sisasagana Enclitic; ! readily
ibagay Enclitic; ! readjust
agbasa Enclitic; ! ready
agpayso Enclitic; ! ready
pudno Enclitic; ! ready
panunoten Enclitic; ! realize
agpayso Enclitic; ! really
pudno Enclitic; ! really
agani Enclitic; ! reap
anien Enclitic; ! reap
likud Enclitic; ! rear
likudan Enclitic; ! rear
padakklen Enclitic; ! rear
taraknen Enclitic; ! rear
gapo Enclitic; ! reason
ikalintegan Enclitic; ! reason
pamkautan Enclitic; ! reason
rason Enclitic; ! reason
managalsa Enclitic; ! rebellious
ungatan Enclitic; ! rebuke
malapig Enclitic; ! recall
pagsublien Enclitic; ! recall
pannakaipalahip Enclitic; ! recall
agsubli Enclitic; ! recede
bumaba Enclitic; ! recede
maawat Enclitic; ! receivable
sumbrek Enclitic; ! receivable
awaten Enclitic; ! receive
maawat Enclitic; ! receive
panahinana Enclitic; ! recess
malasin Enclitic; ! recognize
agsanud Enclitic; ! recoil
ikalikagum Enclitic; ! recommend
bayadan Enclitic; ! recompense
supapakan Enclitic; ! recompense
pagkinnaawaten Enclitic; ! reconcile
lumaing Enclitic; ! recover
masubbot Enclitic; ! recover
lumabaga Enclitic; ! reddish
subboten Enclitic; ! redeem
nalabaga Enclitic; ! red
nalabbaga Enclitic; ! red
nalabbasit Enclitic; ! red
pula Enclitic; ! red
kissayan Enclitic; ! reduce
pabassiten Enclitic; ! reduce
maikkatan Enclitic; ! reducible
naulit-ulit Enclitic; ! redundant
uliten Enclitic; ! reduplicate
tangrib Enclitic; ! reef
tulatid Enclitic; ! reel
papigsaen Enclitic; ! reenforce
intu-od Enclitic; ! refer
itulad Enclitic; ! refer
kitaen Enclitic; ! refer
napino Enclitic; ! refined
pasayaaten Enclitic; ! refine
suruan Enclitic; ! refine
yan-anninaw Enclitic; ! reflecting
yanninaw Enclitic; ! reflect
pagbaliwen Enclitic; ! reform
koro Enclitic; ! refrain
lisian Enclitic; ! refrain
ahinana Enclitic; ! refresh
agpalamiis Enclitic; ! refresh
makapahin-awa Enclitic; ! refreshing
makapalamiis Enclitic; ! refreshing
agmadi Enclitic; ! refuse
ipaidam Enclitic; ! refuse
agsungbat Enclitic; ! refute
pasublien Enclitic; ! regain
nangato Enclitic; ! regal
natan-ok Enclitic; ! regal
pammadayaw Enclitic; ! regards
agpabaro Enclitic; ! regenerate
padno Enclitic; ! reins
uliten Enclitic; ! reiterate
nabegnat Enclitic; ! relapse
n Enclitic; ! relate
kabagyan Enclitic; ! relative
kalma Enclitic; ! relax
masukat Enclitic; ! relieve
lahip Enclitic; ! remember
malahip Enclitic; ! remember
impalahip Enclitic; ! remind
ikkat Enclitic; ! remove
ikkaten Enclitic; ! remove
abang Enclitic; ! rent
salda Enclitic; ! rent
agtarimaan Enclitic; ! repair
tarimaan Enclitic; ! repair
ulit Enclitic; ! repeat
uliten Enclitic; ! repeat
masukat Enclitic; ! replace
agpungtot Enclitic; ! reprimand
panagunget Enclitic; ! reprimand
ungtan Enclitic; ! reprimand
pannakaibain Enclitic; ! reproach
aganak Enclitic; ! reproduce
panagpatubo Enclitic; ! reproduce
pammabalaw Enclitic; ! reproof
ammo Enclitic; ! reputed
nadamag Enclitic; ! reputed
dawat Enclitic; ! request
dawaten Enclitic; ! request
kiddawen Enclitic; ! request
masapsapul Enclitic; ! requisite
ilisi Enclitic; ! rescue
isalakan Enclitic; ! rescue
biruken Enclitic; ! research
kapada Enclitic; ! resemble
umasping Enclitic; ! resemble
nakagura Enclitic; ! resentful
guraen Enclitic; ! resent
idulin Enclitic; ! reserve
ilasin Enclitic; ! reserve
isagana Enclitic; ! reserve
agtaeng Enclitic; ! reside
agyan Enclitic; ! reside
agnaed Enclitic; ! resident
ahikkat Enclitic; ! resign
labanan Enclitic; ! resist
supringen Enclitic; ! resist
nareghet Enclitic; ! resolute
agreghet Enclitic; ! resolve
pagbakasionan Enclitic; ! resort
nalaling Enclitic; ! resourceful
napartak Enclitic; ! resourceful
dayaw Enclitic; ! respect
magalang Enclitic; ! respectful
nadayaw Enclitic; ! respectful
aganges Enclitic; ! respire
panagsardeng Enclitic; ! respite
nalawag Enclitic; ! resplendent
naraniag Enclitic; ! resplendent
agsungbat Enclitic; ! respondent
kalaban Enclitic; ! respondent
sumungbat Enclitic; ! respond
agrebbeng Enclitic; ! responsible
agsungbat Enclitic; ! responsible
managsungbat Enclitic; ! responsive
ahinana Enclitic; ! rest
agsardeng Enclitic; ! rest
makapainana Enclitic; ! restful
naalikuteg Enclitic; ! restless
makaisubli Enclitic; ! restorative
isubli Enclitic; ! restore
pahinga Enclitic; ! rest
panahinana Enclitic; ! rest
banag Enclitic; ! result
bunga Enclitic; ! result
nagbalinan Enclitic; ! result
ruarna Enclitic; ! result
anag Enclitic; ! resume
pakadagupan Enclitic; ! resume
panangituloy Enclitic; ! resume
minudeo Enclitic; ! retail
ibati Enclitic; ! retain
tenglen Enclitic; ! retain
ahibales Enclitic; ! retaliate
ibales Enclitic; ! retaliate
nakedked Enclitic; ! reticent
natalinaay Enclitic; ! reticent
sungbat Enclitic; ! retort
ibabawi Enclitic; ! retract
agsanod Enclitic; ! retreat
agsubli Enclitic; ! retreat
subboten Enclitic; ! retrieve
pananglahip Enclitic; ! retrospect
agsubli Enclitic; ! return
isubli Enclitic; ! return
isusubli Enclitic; ! return
panagsubli Enclitic; ! return
subli Enclitic; ! return
ipaglgak Enclitic; ! reveal
ahibales Enclitic; ! revenge
ahikaro Enclitic; ! revenge
manahibles Enclitic; ! revengeful
manahikaro Enclitic; ! revengeful
agdayaw Enclitic; ! revere
panagdayaw Enclitic; ! reverence
naayat Enclitic; ! reverend
nadayaw Enclitic; ! reverend
baliktad Enclitic; ! reverse
balikid Enclitic; ! reverse
maisubli Enclitic; ! revert
libut Enclitic; ! review
sublian Enclitic; ! review
uliten Enclitic; ! review
baliwan Enclitic; ! revise
pabarwen Enclitic; ! revise
ikkaten Enclitic; ! revoke
pabarwen Enclitic; ! revoke
makasair Enclitic; ! revolting
yaalsa Enclitic; ! revolt
agtaytayyek Enclitic; ! revolving
abaken Enclitic; ! reward
gunggona Enclitic; ! reward
rima Enclitic; ! rhyme
angwen Enclitic; ! rib
paragpag Enclitic; ! ribs
sutilen Enclitic; ! rib
bagas Enclitic; ! rice
bigas Enclitic; ! rice
diket Enclitic; ! rice
inapuy Enclitic; ! rice
irik Enclitic; ! rice
pagay Enclitic; ! rice
nabaknang Enclitic; ! rich
bidbidan Enclitic; ! riddle
burburtia Enclitic; ! riddle
dudohen Enclitic; ! riddle
aglugan Enclitic; ! ride
panagsakay Enclitic; ! ride
sumakay Enclitic; ! ride
tantagaytay Enclitic; ! ridge
