25 cent piece	binting
obsolete	daan
obsolete	nalapasen
obstacle	dahiti abbeng
obstinate	mannangipapilit
obstinate	natangken
obstruction	lapped
obstruct	lappedan
obtainable	mabalin nga alaen
obtain	alaen
occasional	sagpaminsan
occasion	maysa a tiempo a panangtaming iti aramid
occident	ti laud
occult	karkara
occult	kasla salamangka
occult	nakaskasdaaw
occupation	pagsapulan
occupation	pannakasakup
occupy	sakupen
occurrence	pasamak
occur	rumsua
ocean	baybay
ocean	dakkel a bahi ti danum a kas ti Pasipiko
ocean	taaw
o'clock	ti horas
october	Oktubre
odd	karkarna
oddity	kasasaad ti pagsiddaawan
odd	maymaysa
odd	saan a padapada
odd	salaisi
odor	angut
of course	siempre
of	kukua ni
off	adayo
offend	paruroden
offend	pasaktan
offense	panangpasakit
offense	panangrurod
offensive	makaparurod
offensive	makasair
offer	ikkan
offer	idiaya
offer	itdan
offer	panangidiaya
offer	pannangted
office	opisina
official	agturay
official	opisial
official	pangulo
officiate	ipangulo ti trabaho ti opisina
officiate	wenno seremonia
off	iti ruar
off	naisina
offspring	anak
offspring	anak
of	ken
of	ken ni
of	maipapan
often	masansan
oftentimes	masansan
oil	lana
oil	manteka
oily	nalana
oink	agungik
okay	ahh okay
Okay then	Sihe ngarud
old	baak
old	baket
old	daan
old	lakay
old	luma
old	matanda
old	nabayahen
old	nataengan
oldtimer	nabatahen
oldtimer	naisigud
ominous	agpartaan
ominous	mangbutbuteng
omit	baybay-an
omit	ikkaten
omit	lisian
once	dagus
once	naminsan
one by one	sagaysan
one-eyed	bulding
one foot	pea
one-fourth	kakapat
one-half	kaguddua
one-hundred	sangagasut
one	maysa
One more please	Maysa pay man
one	sakoy
one-sided	maysa ti ikingna
one-thousand	sangaribu
one	una
onion	lasona
onion	sibutas
on	iti
only	laeng
onslaught	nakaamamak a panangraut
on	ti rabaw ti
onward	dumarup
ooze	agayus
ooze	rumuar
opalescent	agduduma a maris
opaque	agsalagasag
open	ilukat
open	lukat
open	lukatan
open	luktam/lukatam
open	paglukatan
open	silulukat
operate	mangaramat
operate	mangpapagna
operation	operasion
operation	panangpatignay
operator	mangtarawidwid
opinion	kapanunotan
opinion	panunot
opinion	patta-patta
opponent	kabusor
opponent	kalaban
opportune	mainugot a panawen
opportunistic	managgundaway
opportunity	gundaway
oppose	darupen
oppose	surungen sabten
opposite	kasango
opposite	sungani
opposition	kasango
opposition	isusupiat
oppressed	mairurumen
oppression	pannakairurunem
optical	maipapan iti mata
optician	mangngagas iti mata
optimal	ilokano word
optional	butom
optional	kumaro
oracle	mamadto
oracle	mammadles
orally	sibabalikas
oral	maibalikas
orange	kahil
orange	kahel
orange	kita ti kolor
orange	orens
oration	bitla
orchard	minuyongan
ordain	ibilin
ordain	ipasdek
ordain	ordenan
ordeal	tuok
order	baon
order	bilin
order	ibaon
order	paipaw-it
order	panahibaon
order	urnos
ordinance	bilin
ordinary	kaaduan
ordinary	kadawyan
organ	aramaten ti panagtokar a kas ti piano
organist	agtokar iti organo
organization	timpuyog
organize	buangayen buklen
organ	organo
orgy	kin labes
orgy	nalabes a ragsak
orient	dahiti nasion nga adda iti Asia ken amianan ti Australia
orient	daya
original	immuna
original	nasapa
original	ti damo
oriole	kiaw
orphanage	taeng dahiti ululila
orphan	awanan naganaak
orphan	ulila
or	wenno
or	wennu
osculate	agkan
other	sabali
other	ti sabali
otherwise	maipapan iti sabali wenno
ought	karbengan
ought	rebbeng
ought	rumbeng
ounce	1/16 ti maysa a libra
ounce	onsa
our	kukuatayo
ourselves	bahitayo
our	tayo
ousted	niakkat
ousted	pinaalis
oust	ikkaten
outburst	panagbettak
outcome	banag
outgrowth	sulbod
out	idiay ruar
outlaw	managsalungasing iti linteg
outlaw	tulisan
outline	balabala
outside	ruar
outward	rumuar
oven	orno
oven	pugon
overbearing	manangituray
overbearing	natangig
overcast	alibuyong
overcast	dark kloud
overcoat	abbong
overcoat	kapote
overcome	sarangten
overflow	aglipias
overflowing	agliplipias
overhaul	usihen ken tarimaanen
over	maipapan
over	nalpasen
overpower	parukmaen
over	rabaw
overripe	nalusayat
overtake	kamkamen
overtake & pass	lumumba
overthrow	isubli
overthrow	pannakaisubli
overthrow	pannakaparmek
overthrow	parmeken
overwhelm	langeban
owe	utangen
owl	maysa a kita ti bilit
owl	puek
owl	puek
owner	agtahikua
owner	akinkukua
ownership	ikut
own	kukua
own	Kukuada
own	Kukuak
own	Kukuakayo
own	Kukuam
own	Kukuami
own	Kukuata
own	Kukuatayo
owns	Kukuana
own	tahikuaen
ox	lalaki a baka
oxytone	nasinghit
oyster	tirem
pace	addang
pacification	panagtalna
pacification	panagulimek
pacific	natalna
pacific	naulimek
pack	agbalkot
pack	agbungon
pack	agpayat
pack	balkot
packer	agbalbalkot
pack	tampong
paddle	gaod
padlock	kandado
pagan	atap a tao awanan iti relihion
pageant	pabuya
pageantry	nadaeg a pabuya
page	ipanid
page	panid
paging	binulong ti libro
pail	balde
pail	timba
painful	nasakit
painful	naut-ot
painless	awanan sakit
pain	sakit
paint	agpintar
painter	pumipinta
paint	pinta
paint	pintaan
paint	pintura
pain	utot
pair	agkaasmang
pair	dua
pair	paris
palace	balay ti ari
palace	palasio
palatial	dakkel a balay
pal	kadua
pale	nabessag
pale	nalusiaw
pal	gayyem
palisade	alad ti kauartel
pallid	bumbumsag
palm	dakulap kita ti kayo a kas ti niog
palm of hand	dakulap
palm	palad
palm tree	salig
paltry	saan a napateg
paltry	saan a nasker
panacea	agas ti amin a kita ti sakit
panacea	pamuspusan ti kaaduan
panel	abbong
panel	diding
pane	sarming ti ridaw wenno tawa
panic	riribuk gapu iti buteng
panorama	buya a nalawa
pan	palanggana
pant	agal-al
pant	pantalon
pantry	pahidulinan iti kanen
pant	sapin
pants	pantalon
papa	ama
papa	tata
papa	tatang
paper	pahilo
paper	papel
parachute	dakkel a payong a pagbaba
paradise	gloria
paradise	paraiso
paragon	kasayaatan a kita
paragon	pagwadan
paragraph	parupo
paragraph	paset ti sinurutan
paragraph	ummong ti binatog
parallel	agkabatog
paralytic	inutil
paramount	kapatgan
parasite	agbiag iti sabali
parcel	binungon
parcel	bungon
parcel	keleng
pardonable	mapakawan
pardon	pakawan
pardon	pammakawan
parentage	nagtaudan nga ama ken ina
parent	ama wenno ina
parent	naganak
parity	panagpada
parking lot	disso a pangisardengan iti lugan
park	minuyongan
park	plasa
park	susardeng
parliament	Pagaramidan iti linteg idiay Inglatera
parlor	balkon
parlor	pagtaengan dahiti sangaili
parrot	bulilising
parrot	loro
parson	ministro
parson	pastor
parson	wenno padi
partake	makibingay
partake	tumipon
partial	agduyos iti maysa
participate	makitaripnong
participate	makitipon
participate	pannakiraman
participation	pannakikadua
participation	pannakilaok
particular	naisalumina
parting	ipapanaw
parting	pakada
partisan	makikadua
partition	keleng
partition	pannakabingay
partly	maysa a paset
partner	kadua
partner	pade
partnership	panagkadua nga agkonersio
part	paset
party	agraragsak
party	daya
party	ganglo
party	padaya
passable	malasat
passage	plete
passage	panaglasat
passenger	aglugan
passenger	pasahero
passionate	naayat
passionate	nagahem
passion	naladingit a pasamak
passion	rikna
pass	lumabas
pass	naibutaktak
passport	pammalubos iti panagbiahe
pass under something	osoken
password	pagsasao a tanda
paste	pigket
pastime	ayayan
pastime	linglingay
past	nalpas
pastoral	maipapan iti away wenno pastor
pastry	kankanen
pasture	agarab
pasture	agpastur
pasture	agwayway
pasture	pagaraban dahiti ayup
pat	aprusan
patch	aray
patch	takup
patch	takupan
paternal	maipapan iti ama
paternal	ti biang ti ama
pathetic	kaskaasi
pathetic	nakakaasi
pathetic	nakalkaldaang
pathos	ladingit
path	pagnaan
patience	anus asi
patient	aganos
patient	masakit
patient	naanos
patient	naanus
patient	naayat
patrinomy	tawid
patriotic	manangayat iti ili
patriotism	ayat iti ili
patronage	dahiti suki
patronage	tulong ti agturay
patron	santo
patron	suki
pattern	sukog
patter	panagsao a napardas
pause	ahinana
pause	agsardeng
pause	sardeng
pavement	naiparabaw a bato iti dalan
paw	karamutan
paw	nagkuko a saka ti ayup
pawnbroker	mangsalda
pawn	isalda
pay	agbayad
pay	bayad
payee	ti nagbayadan
payment	bayad
payment	pagbayad
payment	ti bayad
peaceful	natalna
peaceful	naulimek
peace	kappia
peace	kap'ya
peace	talna
peace	ulimek kappia
peach	kita ti bunga
peach	napintas a babai
pea	gisantes
peak	pantok
peak	rabaw
peanut	mani
pearl	perlas
pearly	kas perlas
pear	maysa a kita ti kayo
peasant	mannalon
peasant	taga away
peck	sippiten
peculiar	karakarna
peculiar	manmano
peculiar	naisingsingayan
peddle	isursor nga ilako
peddler	aglaklako
pedestrians	dahiti magmagna
peeling	nagukisan
peel	ukis
peel	ukisan
peep	sirip
peep	siripen
penalize	dusaen
pencil	lapis
pencil point	tirad
pencil	tirad
penetration	iseserek
penis	buto
penis	lateg
penis	lukdit
penis	mitten
penitent	agbabawi
penitentiary	pagbaludan
penkinike	bassit mga imuko
penkinike	lansita
penny	sentabo
penny	kuarta
pen	pluma
pension	kuarta a maited a gratis
pension	pension
pensive	managpanunot
pensive	naladingit
pen	ubong
people	taengan
people	tattao
people	umili
pepper	pamienta
peppery	nagasang
perceive	marikna
perceive	siraratan
percent	por siento
perch	pagbatayan
perdition	pannakadadael
peregrination	panagbaniaga
peremptory	natalhed
perennial	agnanayon
perfection	kinaan-anay
perfect	naan-anay
perforation	abot
perforation	pihis
performance	aramid
perform	aramiden
perfume	bangbanglo
perhaps	nalabit
perilous	napeggad
peril	peggad
periodic	tunggal panawen wenno ania man a tiempo
period	marka
period	paset ti panawen
period	tulnek
perishable	mapukaw
perishable	matay
perishable	nalaka a madadael
perish	matay
perish	sumina
perjury	panangidadanes
permanent	agnanayon
permanent	manayon
permission	palubos
permission	pammalubos
permit	palubos
pernicious	makadadael
perpetual	agnanayon
perpetual	awan patingga
perseverance	anus
perseverance	kinapinget
persevering	naanus
persevering	napinget
persist	ipapilit
personal	ken kuana
personal	maipapan iti tao
person	tao
perspective	panagkita
perspire	agling-et
persuade	alukoyen
persuade	awisen
persuade to come	awisen
persuasion	panangawis
persuasive	makaawis
per	tunggal maysa
peruse	basaen
peruse	imatangan
pest	angol
pest	ayup nga agdadael
pestle	alo
pestle	gusod
pestle	pagbayo
pet	agapros
pet	ipatpateg
petitioner	ti agkiddaw
petition	kiddaw
petition	petision
pet	taraken
petty	bassit
petty	nakedngan
pharmacist	ahisagana iti agas
pharmacist	parmaseutiko
philosopher	pilisopo
philosophy	pilosopia
phlegmatic	narigat a mabawing
phlegm	buteg
phlegm	plemo
photographer	maniniyot
photographer	retratista
photo	letrato
phrase	paset ti sentensia nga awanan iti masasao wenno aramid
physical education	adal maipapan ti panagpakired iti bahi
physician	doktor
physician	mangngagas
physician	mediko
phyton	beklat
pickle	atsara
pickle	buro
pick	piko
pick	pili
pick up	agpidut
pick up	piduten
pictorial	ladawan
pictorial	retrato
picture	ladawan
picture	littrato
picturesque	nabuya
picturesque	nadaeg
pie	kankanen
piece	pragment kut opp
piece	pagsaipen
piece	pirhis
piercing	mangitudtudo
piercing	sumalpot
piety	panagka rarag
piety	panagraem
pig	baboy
pig digging or rooting	agsubsub
pigeon	kalapati
pigeon	kalapati
pigeon	pagaw
piglet	burias
pile	binuntuon
pile	buntuon
pile	nabunton
pile	ummong
pilgrim	ti agbambaniaga
pillage	rubbuoten
pillage	takawan
pillar	adighi
pillar	sarikedked
pillowcase	supot nga pungan
pillow	pungan
pill	pilduras
pimple	kamuro
pimple	kamoro
pin	aspili
pincers	pahipit
pincers	pagsipit
pinch	agkidel
pinch	kudduten
pinch fingers under	malipit
pineapple	pinia
pine tree	aruo
pine tree	saleng
pin	ikapet
pink	de rosas
pink	pangindaraen
pinnacle	kangatuan
pinnacle	pantok
pint	sangkapirit
pin	yaspili
pious	managkararag
pious	naayat iti Dios
pipe	suako
pipe	tubo
pissed	maassar
pissed	marurud
piss	makaisisbo
pistol	paltog
pistol	pistol
pitch	alkitran
pitcher	ahibatbato iti bola
pitcher	pagyanaan ti danum
pitch	tono ti musika
pitiful	kakaasi
pitiful	nakakaasi
pitiful	nakakakaasi
pitiful	pimpiman
pit	issikir
pit	nauneg nga abot
pity	asi
pity	kaasian
pity	kaasi
pity	panangaasi
pity	tulong ayat
placard	pakdaar
placate	aturen
placate	pagpenneken
placate	pagtalnaen
place	disso
place	ikabil
place	lugar
place	paset
plague	angol
plague	patayen
plague	sakit
plague	singaen
plain	kadawyan a langa
plain	gagangay
plain	nalawag
plain	padapada
plain	taltalon
plain	tanap
plan	agplano
plane	katam
planet	planeta
plane	tukad
plan	gandat
plan	gandaten
plan	panghepen
plan	panunot
plan	plano
plant	agmula
plantation	hasienda
plantation	plantasion
plant	babain
plant	bangbangsit
plant	imula
plant	mula
plant	panagmula
plant	tihi
plaster	abbong
plaster	pigketan
plaster	plaster
plaster	tapalan
plastic	gago
plastic	nalukneng
plastic	plastiko
plate	kalubkuben
plate	pinggan
plate	puted ti metal
platform	entablado
platform	pagtakderan
platter	bandehado
plaudit	panangidayaw
play	agay-ayam
play	agtukar
play	ay-ayam
playful	naay-ayam
playground	pagay-ayaman
playing cards	braha
play	laruin
play	maglaro
playmate	kaayayam
playmate	kadua nga agay-ayam
play	sarsuela
plead	idawat
pleading	asug
pleading	dawat
plead	yasug
pleasant	makaay-ayo
pleasant	nasayaat
please	ay-ayunen
please	man
please	nakaay-yo
please	nasayaat
please	pangngaasim
please	paragsaken
Please pass the rice	Iyawat mo man ti inapuy
pleasurable	liwlwa
pleasure	panagragragsak
pledge	agkari
pledge	kari
pledge	ikari
plenty	adu
plenty	nawadwad
plot	arat ti daga
plot	panghep
plot	panghepen
plow	agarado
plow	arado
plow	araduen
plow between rows	agringkon
pluck	kettlen
pluck	piduten
plumber	agtartarimaan kadahiti tubo ti danum
plume	dutdot
plummet	agregreg
plummet	agsuek
plummet	agtimag
plum	sargelas
plunder	ranggasan
plunder	takawan
plural	adu
plurality	kinaadu
plural	nasurok a maysa
plus	inayon
pluvial	matutudo
pluvial	nabasa
pocket	bolsa
pockmarked	burtong
poetical	kasla daniw
poet	mannaniw
point at	itudo
pointed	natirad
point	itudo
point	murdong
point	natirad nga ungto
poison	lason
poisonous	makasabidong
poison	sabidongan
poke at an angle	nasikarod
poker faced	saan a mailasin
poke straight	nadalapos
poke through	sumalput
pole	pangsukdal
pole	ungto ti lubong
police	polisia
policy	kas ti panagturay
policy	panaglako
policy	wayat maipapan ti ania man a banag
polished	nalinis
polished	napasileng
polish	lampaso
polish	linisan
polish	pasilengen
polite	managdayaw
political	maipapan iti politika
politician	nalaing maipapan iti panagturay
politician	politiko
politics	politika
pollen	nota
poll	pagnayonen
polygamist	addaan adu nga asawa
pompous	nangayed
pompous	napasindayaw
pond	basaw
pool	basit a paset ti danum
pool	maysa a kita ti ay-ayam
pool	pagbotasan
poop	pultit
poop	takki
poop	tukkey
poorhouse	taeng ti napanglaw
poor	nababa
poor	nakurapay
poor	napanglaw
pope	pangulo ti Iglesia Romana Catolika
pope	papa
pop-eyed	nabukilad unay(mata)
popularity	kinalatak
population	ti tattao ti ili
porch	bangsal
pork	adobo a baboy
possess	ikutan
possible	siguro
Possible to ask a question?	Mabalin ti agsaludsud?
potato	patatas
pot	banga
pot	ugas
pouch	supot
poular	nalatak
pound	agbayo
pour	iburay
power	siglat
praise	dayaw
pray	agkararag
pray	aglualo
pray	bikolano
pray for dead at cemetery	aglualo
praying mantis	wasay-wasay
pray	kararag
precipitate	ibaladaw
precipitate	pagtignayen
precipitate	papardasen
precipitate	pasamaken
precise	apahisu
precise	tumpak
prefix indicating similarity	mara
pregnant	buntis
pregnant	masikog
preparedness	panakasagana
prepare	isagana
prescribe	isuro
prescribe	yammo
prescription	pakaamo
prescription	palawag
presence	kaadda
presence	sango
present	adda
present	kasango
present	ipakaammo
present	isango
present	madama
present	sagut
present	sarabo
preservation	panangtahinayon
preside	iturong
presidendt	pangulo
presidendt	presidente
president	presidente
pressing	nasken
pressm v.	agplantsa
pressm v.	italmeg
press	pahiwarnak
press	pagmalditaan
pressure	pigsa
presume	mangipapan
presume	panangipagarup
pretend	ahinkukuna
pretend	inyarig
pretension	panagyarig
pretty	duminilat
pretty	maganda
pretty	nagpintas
pretty	nalibnos
pretty	napintas
pretty	napintas makaawis
pretty	pintas
prevalence	kinaadu
prevent	atipaen
prevention	panangatipa
previous	nakalabas
previous	nalpasen
prey	kanen
prey	dangran
price	gatad presio
prickly heat	bagas ti linahet
prick	tuduken
pride	dayaw
pride	tan-ok
priest	padi
primary	dahiti umuna nga uppat a grado kangrunaan a paset
primary	primaria
prime	kapigpigsaan
prime	kaubingan
primeval	naglabasen a panawen
primeval	nataengan
primitive	atap
primitive	kadaanan
princely	maipapan iti prinsipe
prince	peinsipe
princess	prinsesa
principak teacher	pangulo dahiti mangisursuro
principal	parisipal
principal	puonan
principle	pagbatayan a wayat
printer	ahimaldit
printer	mammarka
print	imaldit
printing press	pahimalditan
print	marka
print	markaan
print	printa
print	urit
priority	immuna
priority	sakbay
prior	sakbay
prison	balod
prisoner	balud
prison	pagbaludan
pristine	kalasbangan
pristine	umuna
probable	maybe
probably	seguru
problem	anya
problem	problema
products	ppabrika
profit	gananshia
promise	ikari
promise	kari
promise	sapata
pronounce	rawet
proof	pammaneknek
proof	pammaneknek
propeller	paligpalig
proper	nasayaat
prophecy	padto
prophesy	ipadles
prophetic	managpadto
prophetic	masirib
prophet	mammadto
prophet	propeta
proportionate	agpapada
proportionate	maibagay a panagbingay
proportionate	naurnos
proportion	panagbagay
proportion	panagbingay
proportion	panagpapada
proportion	urnos
propose	idagadag
proposition	singasing
proposition	wayat nga idagadag
proprietor	akinkukua
proprietry	panagtahikua
prospect	makitkita
prospect	talhed
prosperity	panagbaknang
prosperity	panagrang-ay
prosperous	narang-ay
prospher	bumaknang
prospher	rumang-ay
prostitute	pampam
prostrate	napadso
protect	aganawa
protective	makasalaknib
protect	salkniban
protegee	taraken
protest	isusupiat
protest	protesta
proud	napasindayaw
proud	natangig
proud	natangsit
prove	paneknekan
proverb	pagsasao
proverb	proberbo
provide	agsagana
provided that	no la ketdi
provide	ikkan
provide	itden ti kasapulan
providence	Dios
providence	panangipaay
province	ili
province	probinsiya
province	probinsia
provisional	apagapaman
provisional	nairanta nga agpaay iti mabaiit
provision	balon
provisions	balun
provocative	karit
provocative	panangawis ng agpungtot
prune branches	masipak
prune	puteden
pruning	nagputedan
psalm	salmo
psychic	mingming
pubic hair	urmot
publication	libro
publication	pahiwarnak
public	kaaduan
public	publiko
public school	pagadalan ti umili
public	umili
publish	ipablaak
puff	ipugso
pugilist	boxingero
pugnacious	mannakiriri
pugnacious	nalaka a makiapa
pulchritude	kinapintas
pull	batakin
pull	bumatak
pulley	kalo
pulley	maysa a kita kadahiti innem a makina
pull	guyod
pull	guyoden
pull	hilahin
pull	humila
pulse	pitik
pulse	pulso
pulverize	remeken
pulverize soil	maburak
pump	bombaen
pumpkin	karabasa
pumpkin	karabasa
pumpkin	n
punch	buntal
punctilious	naipahisu
punctuate	tulnekan
puncture	abut
puncture	abutan
puncture	lussok
punishable	madusa
punish	dusaen
punishment	bawel
punishment	dusa
punish	parigaten
punitive	maipapan iti panahikaro
puny	nalupoy
puny	passit
puny	saan a nasken
pupil	agadadal nga ubbing
puposeful	naganethet
puppy	anak ti aso
puppy	uken
purchase	gatangen
purchase	ginatang
purchase	gumatang
purchase	panaggatang
pure	awanan mulit
purely	pulos
pure	nalitnaw
pure	pulos
purge	dalusan
puristic	managdalus
purple	maris ti ubi
purpose	gandat
